table_slot	layout_id	layout_name	version	width	height	logical_bytes	padded_grid_tiles	padded_grid_bytes	source	source_path	source_sha256	source_crc32	raw_file_bytes	trailing_bytes	lz_stream_bytes	lz_stream_sha256	lz_stream_crc32	lz_decode_consumed_bytes	lz_padding_bytes	storage	stored_bytes	aligned_storage_bytes	interrecord_alignment_bytes	compressed_stream_artifact	special_raw_exception_candidate
319	LAYOUT_AQUA_HIDEOUT_UNUSED_RUBY_MAP2	AquaHideout_UnusedRubyMap2_Layout	emerald	62	24	2976	2926	5852	data/layouts/AquaHideout_UnusedRubyMap2/map.bin	data/layouts/AquaHideout_UnusedRubyMap2/map.bin	ff77c241a6a5b42f186697dbe14f1f480ab48aa4699ca47f6249d3495985fa0a	b4fd6616	2976	0	880	357ef482578b835153cfb3810e2c94c7c1745a6ca12116f22b99a5de6c82fd9b	ee9dc15c	879	1	gba_lz77	880	880	0	streams/0319-LAYOUT_AQUA_HIDEOUT_UNUSED_RUBY_MAP2.lz	
320	LAYOUT_AQUA_HIDEOUT_UNUSED_RUBY_MAP3	AquaHideout_UnusedRubyMap3_Layout	emerald	34	24	1632	1862	3724	data/layouts/AquaHideout_UnusedRubyMap3/map.bin	data/layouts/AquaHideout_UnusedRubyMap3/map.bin	282e544a81afc48d8c4fa220ec8af6dd95a6c765134b9f143e92a3ee19ae45c0	01fbbdc1	1632	0	584	5683fcb3fc930f7c4eca3cb0a6e6ba6d1820efee954054d3d7ac708a1ab05cf2	ab476e89	584	0	gba_lz77	584	584	0	streams/0320-LAYOUT_AQUA_HIDEOUT_UNUSED_RUBY_MAP3.lz	
321	LAYOUT_ROUTE131_SKY_PILLAR	Route131_SkyPillar_Layout	emerald	60	40	4800	4050	8100	data/layouts/Route131_SkyPillar/map.bin	data/layouts/Route131_SkyPillar/map.bin	dd227ca04022aca896f6e04995f8cf8e579c98c5d521164038414ec717c8eeac	46b03fd4	4800	0	1052	2588864387938bb747ad56edda45c15025fdeb1d38d0ece4424024c22088b9e1	6daa29aa	1049	3	gba_lz77	1052	1052	0	streams/0321-LAYOUT_ROUTE131_SKY_PILLAR.lz	
322	LAYOUT_SKY_PILLAR_ENTRANCE	SkyPillar_Entrance_Layout	emerald	18	18	648	1056	2112	data/layouts/SkyPillar_Entrance/map.bin	data/layouts/SkyPillar_Entrance/map.bin	04b81ba9bdbe524139333a388bf3f71f212c6111c16b7e0097de5450c145df5e	899c63b0	648	0	176	1b9edaec3194f802224e9287a7058b7719980e5f7a7daf7712e3245d3c33851f	aa38e98d	175	1	gba_lz77	176	176	0	streams/0322-LAYOUT_SKY_PILLAR_ENTRANCE.lz	
323	LAYOUT_SKY_PILLAR_OUTSIDE	SkyPillar_Outside_Layout	emerald	28	23	1288	1591	3182	data/layouts/SkyPillar_Outside/map.bin	data/layouts/SkyPillar_Outside/map.bin	b4540f4c4a64fd413c13c5fdc3ac21a0bb0c7a544ac3e8e56539effbe3f918d1	6dc9aa7a	1288	0	568	84f8269c22de0176c8a44311ea60c17e49caf34ffe518cfff18e842a28f3b31a	652baafb	567	1	gba_lz77	568	568	0	streams/0323-LAYOUT_SKY_PILLAR_OUTSIDE.lz	
324	LAYOUT_SKY_PILLAR_1F	SkyPillar_1F_Layout	emerald	14	14	392	812	1624	data/layouts/SkyPillar_1F/map.bin	data/layouts/SkyPillar_1F/map.bin	356bb1cc03ab7cf37f5336c17696403b1fd638ded96b258a20d817f8ce730bdb	1579636f	392	0	128	c7048af7d757534dd837ec3e8b5426fc8a520519825def4b8b856611cac1f7c7	082ae25c	125	3	gba_lz77	128	128	0	streams/0324-LAYOUT_SKY_PILLAR_1F.lz	
325	LAYOUT_SKY_PILLAR_2F	SkyPillar_2F_Layout	emerald	14	14	392	812	1624	data/layouts/SkyPillar_2F/map.bin	data/layouts/SkyPillar_2F/map.bin	f3e33ef845fc5ed97f97e9e8a100338da09bc79859ebe6372378c6d3a205ff77	ef7d5c99	392	0	144	0c414373e7e61674f9bd7b91cc7e5753ea82bcf7fa816a1f29eb94e7c504414c	627a0234	143	1	gba_lz77	144	144	0	streams/0325-LAYOUT_SKY_PILLAR_2F.lz	
326	LAYOUT_SKY_PILLAR_3F	SkyPillar_3F_Layout	emerald	14	14	392	812	1624	data/layouts/SkyPillar_3F/map.bin	data/layouts/SkyPillar_3F/map.bin	e47b18e38db1b59b01907393678a691d71cfd373609f66f3cea297131fb8de22	d59e8b13	392	0	124	8655b5d1a4f3bb37f51d6b57a796df51361db66e404cfd4914a264247dcd4ef4	1178678d	123	1	gba_lz77	124	124	0	streams/0326-LAYOUT_SKY_PILLAR_3F.lz	
327	LAYOUT_SKY_PILLAR_4F	SkyPillar_4F_Layout	emerald	14	14	392	812	1624	data/layouts/SkyPillar_4F/map.bin	data/layouts/SkyPillar_4F/map.bin	692325a3215a820b6f5d3716c16426eb3819e57d818d274e864e3c065efee4c4	76592e87	392	0	168	ffd13689b9584906567e1d30e8241cc8c9fd18aea27aaac95061fec1596eb174	970b9bf4	165	3	gba_lz77	168	168	0	streams/0327-LAYOUT_SKY_PILLAR_4F.lz	
328	LAYOUT_SEAFLOOR_CAVERN_ROOM9_LAVA	SeafloorCavern_Room9_Lava_Layout	emerald	27	46	2484	2520	5040	data/layouts/SeafloorCavern_Room9_Lava/map.bin	data/layouts/SeafloorCavern_Room9_Lava/map.bin	8295ccd40352a713878a01cd47bd1facf37b9b2defa6633d48fddcce3a46cae2	b54e4bef	2484	0	672	28f433bf303c92edc878277358f4fd144ea452fd09c2b12d810faf965907df1e	1039f1f2	672	0	gba_lz77	672	672	0	streams/0328-LAYOUT_SEAFLOOR_CAVERN_ROOM9_LAVA.lz	
329	LAYOUT_MOSSDEEP_CITY_STEVENS_HOUSE	MossdeepCity_StevensHouse_Layout	emerald	11	8	176	572	1144	data/layouts/MossdeepCity_StevensHouse/map.bin	data/layouts/MossdeepCity_StevensHouse/map.bin	0768a4d832caea6f0f550ac54a217d4ffda70b0cf96cfa754305f9c44d893735	1d9b397e	176	0	104	472e22ba7ab155ea1ac02ad788e1b7020112efd9eba9d958bd31903f31301083	8e025b22	102	2	gba_lz77	104	104	0	streams/0329-LAYOUT_MOSSDEEP_CITY_STEVENS_HOUSE.lz	
330	LAYOUT_SHOAL_CAVE_LOW_TIDE_ICE_ROOM	ShoalCave_LowTideIceRoom_Layout	emerald	20	30	1200	1540	3080	data/layouts/ShoalCave_LowTideIceRoom/map.bin	data/layouts/ShoalCave_LowTideIceRoom/map.bin	1932631e5c01bef35649f791413ff82c248abe8eb419681f95b588812302a3db	0dfa2c6f	1200	0	380	df8d79beb737907bd819c9dfb569cb545fcd884b786ab9d7b472c7d9fc0ffed3	fe175790	379	1	gba_lz77	380	380	0	streams/0330-LAYOUT_SHOAL_CAVE_LOW_TIDE_ICE_ROOM.lz	
331	LAYOUT_SAFARI_ZONE_REST_HOUSE	SafariZone_RestHouse_Layout	emerald	10	9	180	575	1150	data/layouts/SafariZone_RestHouse/map.bin	data/layouts/SafariZone_RestHouse/map.bin	abd55dcfca8910976744940b9f4d44f78c2dd66d3148be47811a04e5f2733ddb	bcb6b11e	180	0	72	2dec6ad739d4d590c87e6bf0d7149e3be8fb2ea8af4381d668e0ea37ddaf4a6e	b86560d9	71	1	gba_lz77	72	72	0	streams/0331-LAYOUT_SAFARI_ZONE_REST_HOUSE.lz	
332	LAYOUT_SKY_PILLAR_5F	SkyPillar_5F_Layout	emerald	14	14	392	812	1624	data/layouts/SkyPillar_5F/map.bin	data/layouts/SkyPillar_5F/map.bin	97626b4e6ca11bcb5cfaa61cb7dbdc550ce374001fd772b621b320d3f047f7aa	e3b86260	392	0	140	ca38aa44811856c41598a8d4a84cf014f8ba21ee61008208d9a91d87a688f3da	396f2409	140	0	gba_lz77	140	140	0	streams/0332-LAYOUT_SKY_PILLAR_5F.lz	
333	LAYOUT_SKY_PILLAR_TOP	SkyPillar_Top_Layout	emerald	27	24	1296	1596	3192	data/layouts/SkyPillar_Top/map.bin	data/layouts/SkyPillar_Top/map.bin	80bbe44563def5477c420586c2fa94e7657aae25903729ba4de12cedc208b577	0f154bd4	1296	0	356	02d9fe5ddf159cf015c96fc798913dc4aa223b4baf2359659aad92df56a0e075	981c5554	354	2	gba_lz77	356	356	0	streams/0333-LAYOUT_SKY_PILLAR_TOP.lz	
334	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_LOBBY	BattleFrontier_BattleDomeLobby_Layout	emerald	23	17	782	1178	2356	data/layouts/BattleFrontier_BattleDomeLobby/map.bin	data/layouts/BattleFrontier_BattleDomeLobby/map.bin	50a8d3304745befcfdc6c3f7802708bdd7480710802b32853613d4f857769efc	64e68a07	782	0	332	c6cf2431f7ca76de7c55a0d4e27ae4080eb56e6f28c8f7846f42d323aab00023	6303909c	329	3	gba_lz77	332	332	0	streams/0334-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_LOBBY.lz	
335	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_CORRIDOR	BattleFrontier_BattleDomeCorridor_Layout	emerald	48	7	672	1323	2646	data/layouts/BattleFrontier_BattleDomeCorridor/map.bin	data/layouts/BattleFrontier_BattleDomeCorridor/map.bin	c88b5cf9bc48aafcc709ae646b7b93bdca158d810d8901198620920f5c8b2541	67a5febc	672	0	188	8f0934d44d6d937c9a28f7b5226045c2339df6d85cb95df6fcfd40f70fa312f8	d9dbc718	185	3	gba_lz77	188	188	0	streams/0335-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_CORRIDOR.lz	
336	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_PRE_BATTLE_ROOM	BattleFrontier_BattleDomePreBattleRoom_Layout	emerald	9	8	144	528	1056	data/layouts/BattleFrontier_BattleDomePreBattleRoom/map.bin	data/layouts/BattleFrontier_BattleDomePreBattleRoom/map.bin	38810dbcabb3387790443696a09d12af064215090494043045c823e5875f9ead	b903ced1	144	0	124	2a97f7f4c6a1d62650eeae3bc32b5526391f0df8ccc384d986e7a18274d4e508	f3a339d2	124	0	gba_lz77	124	124	0	streams/0336-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_PRE_BATTLE_ROOM.lz	
337	LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_BATTLE_ROOM	BattleFrontier_BattleDomeBattleRoom_Layout	emerald	20	10	400	840	1680	data/layouts/BattleFrontier_BattleDomeBattleRoom/map.bin	data/layouts/BattleFrontier_BattleDomeBattleRoom/map.bin	e722e38ed684b2bc39790850fded37589b80b365c660d50879bec1b98cc699dc	9a5e4d39	400	0	260	9e078d89cb4c3e0655feeaf4355c992f8ddff68fcd905581757376fc2803aaf0	c28b1232	258	2	gba_lz77	260	260	0	streams/0337-LAYOUT_BATTLE_FRONTIER_BATTLE_DOME_BATTLE_ROOM.lz	
338	LAYOUT_MAGMA_HIDEOUT_1F	MagmaHideout_1F_Layout	emerald	37	38	2812	2704	5408	data/layouts/MagmaHideout_1F/map.bin	data/layouts/MagmaHideout_1F/map.bin	5b0b99ed326ba904628936f2d342ab59e3712e9d8915c299008722579d98f5e5	05c709b2	2812	0	756	e9bb6d0de8351d19f13a430a65d627c59db96ea2fd51822b3e487235e24dd7eb	bc54b6de	756	0	gba_lz77	756	756	0	streams/0338-LAYOUT_MAGMA_HIDEOUT_1F.lz	
339	LAYOUT_MAGMA_HIDEOUT_2F_1R	MagmaHideout_2F_1R_Layout	emerald	33	39	2574	2544	5088	data/layouts/MagmaHideout_2F_1R/map.bin	data/layouts/MagmaHideout_2F_1R/map.bin	b5809235e4ff5a8e57be455bef3a8a254243727ce1e855e1f60dca68f6aaade6	0573ad84	2574	0	520	acacf62c86add8429655ad678b8b9018fd021c5bb79a45f19a5927fb5f0905d3	10da0fc6	517	3	gba_lz77	520	520	0	streams/0339-LAYOUT_MAGMA_HIDEOUT_2F_1R.lz	
340	LAYOUT_MAGMA_HIDEOUT_2F_2R	MagmaHideout_2F_2R_Layout	emerald	49	28	2744	2688	5376	data/layouts/MagmaHideout_2F_2R/map.bin	data/layouts/MagmaHideout_2F_2R/map.bin	335b8f97d4bf4c69c0ef136613ac5da1d952dbf8ca7d3576a556c452af367253	2253e40f	2744	0	728	c538d339658d1e74963521f08dd15454b176c25cd220593e21f8a6ad7d335b87	87f351c2	727	1	gba_lz77	728	728	0	streams/0340-LAYOUT_MAGMA_HIDEOUT_2F_2R.lz	
341	LAYOUT_MAGMA_HIDEOUT_3F_1R	MagmaHideout_3F_1R_Layout	emerald	28	24	1344	1634	3268	data/layouts/MagmaHideout_3F_1R/map.bin	data/layouts/MagmaHideout_3F_1R/map.bin	2d9b81e6ba4013dd8c57d6f2c0c82269cb78cf17f591d7a2084dbbaaaed37e59	d0b73a13	1344	0	468	800da7a3f6560d37ab462e639be537a713aafb394629e9e27ffe8573c7e4231a	bcdd2473	467	1	gba_lz77	468	468	0	streams/0341-LAYOUT_MAGMA_HIDEOUT_3F_1R.lz	
342	LAYOUT_MAGMA_HIDEOUT_3F_2R	MagmaHideout_3F_2R_Layout	emerald	24	17	816	1209	2418	data/layouts/MagmaHideout_3F_2R/map.bin	data/layouts/MagmaHideout_3F_2R/map.bin	826b0a3cf6947217db5f38315c94884ef43c9fedb2934e30eca15d49bb14d908	4da37da7	816	0	384	135d6692e17f721ae9ac7467627c2e9fabd2733d9c8aea414f8045db6d6ef7e0	67e95715	382	2	gba_lz77	384	384	0	streams/0342-LAYOUT_MAGMA_HIDEOUT_3F_2R.lz	
343	LAYOUT_MAGMA_HIDEOUT_4F	MagmaHideout_4F_Layout	emerald	59	28	3304	3108	6216	data/layouts/MagmaHideout_4F/map.bin	data/layouts/MagmaHideout_4F/map.bin	b67876eca5fef90bfe17e891efbf8fb1ef2acd71127c378db3b484d32077cce8	16819264	3304	0	1116	da345b59fa140907db56dea2ed54f64101d1062e32082cfa7fac9e76c6a24ed9	19bec3f4	1114	2	gba_lz77	1116	1116	0	streams/0343-LAYOUT_MAGMA_HIDEOUT_4F.lz	
344	LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_LOBBY	BattleFrontier_BattlePalaceLobby_Layout	emerald	25	12	600	1040	2080	data/layouts/BattleFrontier_BattlePalaceLobby/map.bin	data/layouts/BattleFrontier_BattlePalaceLobby/map.bin	eff008da15b3f504fed7d8c763b695e383a85b3492ebd0289c9c4091d886d0ce	7112d1bc	600	0	248	9cfd33dd6193d3edfc05e4443c033fe70dbe0a2b899d60b46d0a1349311f4c19	c79fe55e	247	1	gba_lz77	248	248	0	streams/0344-LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_LOBBY.lz	
345	LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_CORRIDOR	BattleFrontier_BattlePalaceCorridor_Layout	emerald	17	14	476	896	1792	data/layouts/BattleFrontier_BattlePalaceCorridor/map.bin	data/layouts/BattleFrontier_BattlePalaceCorridor/map.bin	95b0b9c62f31d496e6fe8f6b5167c6c44b4d7bc10a6b7fe014ee2877e0ab71e5	96860714	476	0	196	932b68ebbabadea9a0b34fb89357a53ae75c88c8ea70243760a28c87fcde030a	9421f609	195	1	gba_lz77	196	196	0	streams/0345-LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_CORRIDOR.lz	
346	LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_BATTLE_ROOM	BattleFrontier_BattlePalaceBattleRoom_Layout	emerald	15	10	300	720	1440	data/layouts/BattleFrontier_BattlePalaceBattleRoom/map.bin	data/layouts/BattleFrontier_BattlePalaceBattleRoom/map.bin	150fdb107c3a5088d7bb2c4a0ef9795ec3727ae71fbd3a4f53c72333bc68ba98	af4e48bb	300	0	180	2df7d4ce0bf5ed34f4a6d64f0fc5f8d954833a6ebf2d3d209fffffef510f2ea3	783dc1d7	178	2	gba_lz77	180	180	0	streams/0346-LAYOUT_BATTLE_FRONTIER_BATTLE_PALACE_BATTLE_ROOM.lz	
347	LAYOUT_BATTLE_FRONTIER_OUTSIDE_EAST	BattleFrontier_OutsideEast_Layout	emerald	72	72	10368	7482	14964	data/layouts/BattleFrontier_OutsideEast/map.bin	data/layouts/BattleFrontier_OutsideEast/map.bin	71c00faaeff210b9a2f9a30ee9ae6f18c6f55355d573a151581ea506b71fbaca	26349caf	10368	0	3764	c4e912406c3a1c28018eb9c14ad9f7ee412d234171c67fb8a7070b058525cc07	c0c506b3	3762	2	gba_lz77	3764	3764	0	streams/0347-LAYOUT_BATTLE_FRONTIER_OUTSIDE_EAST.lz	
348	LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_LOBBY	BattleFrontier_BattleFactoryLobby_Layout	emerald	19	12	456	884	1768	data/layouts/BattleFrontier_BattleFactoryLobby/map.bin	data/layouts/BattleFrontier_BattleFactoryLobby/map.bin	0bdc8ef7bf8057904b4221d6bd6bc3144932a81cbe4c325ab8427308e4841f53	2c378194	456	0	308	57798f6276ae50f4a81deebf78fccdd2b54557cbdb0e3fdaa56a87894e977407	c9ecc843	308	0	gba_lz77	308	308	0	streams/0348-LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_LOBBY.lz	
349	LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_PRE_BATTLE_ROOM	BattleFrontier_BattleFactoryPreBattleRoom_Layout	emerald	17	14	476	896	1792	data/layouts/BattleFrontier_BattleFactoryPreBattleRoom/map.bin	data/layouts/BattleFrontier_BattleFactoryPreBattleRoom/map.bin	81633f5d84cfe745747f37c7e1a9bb354382fd5bf81d55cdca8586755a18e51e	eb101f1f	476	0	344	484a8aaa557e4db27d1dd59e98778d94f9892324866b2febfa3ba37bcc7b43e2	c693afc6	342	2	gba_lz77	344	344	0	streams/0349-LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_PRE_BATTLE_ROOM.lz	
350	LAYOUT_BATTLE_FRONTIER_BATTLE_FACTORY_BATTLE_ROOM	BattleFrontier_BattleFactoryBattleRoom_Layout	emerald	13	12	312	728	1456	data/layouts/BattleFrontier_BattleFactoryBattleRoom/map.bin	data/layouts/BattleFrontier_BattleFactoryBattleRoom/map.bin	ac8f24432f335295452713b8fb81b0a3036a84dd5e1c83d5672ed5ea7959033c	864cf0a5	312	0	348	262e8fd64b1e365c1c86c604657881433a88d570fda2347184a3d53d2c2bc578	5d3e9165	348	0	raw	312	312	0		
351	LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_LOBBY	BattleFrontier_BattlePikeLobby_Layout	emerald	11	13	286	702	1404	data/layouts/BattleFrontier_BattlePikeLobby/map.bin	data/layouts/BattleFrontier_BattlePikeLobby/map.bin	c30f1bf321d01ed79b48152eabe136289572d186bed81a308c8509a58fa1f9d0	b58c1bc2	286	0	220	8ebfb581ed6cbc2f80b13d484c1f7eddb14d960164622e5e27e1b8badc7a6ab7	bd05efd5	217	3	gba_lz77	220	220	0	streams/0351-LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_LOBBY.lz	
352	LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_CORRIDOR	BattleFrontier_BattlePikeCorridor_Layout	emerald	14	8	224	638	1276	data/layouts/BattleFrontier_BattlePikeCorridor/map.bin	data/layouts/BattleFrontier_BattlePikeCorridor/map.bin	21f8e9eca9c382c033d84ec7044b1c510ac38345bc2a0a8eb11b3e2be1faebf3	2cfb45fc	224	0	188	fb3f8bedd634919b3f14a7383c8775b0a436067b9e36532ad9ff49b051727fa6	e55144d8	186	2	gba_lz77	188	188	0	streams/0352-LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_CORRIDOR.lz	
353	LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_THREE_PATH_ROOM	BattleFrontier_BattlePikeThreePathRoom_Layout	emerald	13	11	286	700	1400	data/layouts/BattleFrontier_BattlePikeThreePathRoom/map.bin	data/layouts/BattleFrontier_BattlePikeThreePathRoom/map.bin	bbd7936a3415d3e94d3cd3ee06573ccd9b8328691fdd0ea54bde72e54242469c	eb39ee20	286	0	120	efcb09e02fe5f7a021f5316af16f46bd0d85f259d10bb145334568b596ce5dff	670b82b0	118	2	gba_lz77	120	120	0	streams/0353-LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_THREE_PATH_ROOM.lz	
354	LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_ROOM_NORMAL	BattleFrontier_BattlePikeRoomNormal_Layout	emerald	9	8	144	528	1056	data/layouts/BattleFrontier_BattlePikeRoomNormal/map.bin	data/layouts/BattleFrontier_BattlePikeRoomNormal/map.bin	6a7cc4f7c7d330507921e783d3cb65cacb90078f944b34dba818643efbb74f13	ca682f8f	144	0	140	0339801a0da2b656cbd287fba714ee8b248ab25ee7f332ab4117e6b4c905f90d	baa8d2e7	139	1	gba_lz77	140	140	0	streams/0354-LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_ROOM_NORMAL.lz	
355	LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_ROOM_FINAL	BattleFrontier_BattlePikeRoomFinal_Layout	emerald	5	8	80	440	880	data/layouts/BattleFrontier_BattlePikeRoomFinal/map.bin	data/layouts/BattleFrontier_BattlePikeRoomFinal/map.bin	9e0d2bef1efbcee00d108959c43b6b9f914ac1a2d3016461f6b0224b173c303f	b84b4991	80	0	96	2afe56a7cbf1cfc7404dccc85afffb01ded98e481f69c5a139f07730de4f72ff	ef8e8a02	94	2	raw	80	80	0		
356	LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_LOBBY	BattleFrontier_BattleArenaLobby_Layout	emerald	16	13	416	837	1674	data/layouts/BattleFrontier_BattleArenaLobby/map.bin	data/layouts/BattleFrontier_BattleArenaLobby/map.bin	83620e4c540babca53604a5d9e96b7983d386187d8631b837800e8a1aaa49de2	76721d3b	416	0	264	9b2490c0cc7756853b38b3b73b8fd5084d2b7b064d40b10af2749e02db2928e1	7b3d9d8a	263	1	gba_lz77	264	264	0	streams/0356-LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_LOBBY.lz	
357	LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_CORRIDOR	BattleFrontier_BattleArenaCorridor_Layout	emerald	18	14	504	924	1848	data/layouts/BattleFrontier_BattleArenaCorridor/map.bin	data/layouts/BattleFrontier_BattleArenaCorridor/map.bin	6080873853b21a59dbb9dbce1a091cb86d2fdc375a122026b6b18498b706385f	98f913f5	504	0	164	168117c08389bb06006e0d9ae867b1f65be76e5a53a7dd0d783b9311344b1ef1	d66a4624	164	0	gba_lz77	164	164	0	streams/0357-LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_CORRIDOR.lz	
358	LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_BATTLE_ROOM	BattleFrontier_BattleArenaBattleRoom_Layout	emerald	16	11	352	775	1550	data/layouts/BattleFrontier_BattleArenaBattleRoom/map.bin	data/layouts/BattleFrontier_BattleArenaBattleRoom/map.bin	6cea1d39155602af690c4e5dad93c11bffaad197a41b7a36d17c1c03e8d9083c	a641a59e	352	0	184	f28638dc595fdd248461d0dbb7f0e3cd0c086823ce704ea91f96e4d5512bdcd8	2d1aefea	184	0	gba_lz77	184	184	0	streams/0358-LAYOUT_BATTLE_FRONTIER_BATTLE_ARENA_BATTLE_ROOM.lz	
359	LAYOUT_SOOTOPOLIS_CITY_LEGENDS_BATTLE	SootopolisCity_LegendsBattle_Layout	emerald	60	60	7200	5550	11100	data/layouts/SootopolisCity_LegendsBattle/map.bin	data/layouts/SootopolisCity_LegendsBattle/map.bin	a46095c6047903c2549b15c4f5f9551412291fc8cd825997ae5b7c5c4f8b3017	f4328334	7200	0	2184	9e624f248ac981c246d2ee2025c5690f6ec0eab983e1d7c1d11c64983e0658a6	5b649401	2183	1	gba_lz77	2184	2184	0	streams/0359-LAYOUT_SOOTOPOLIS_CITY_LEGENDS_BATTLE.lz	
360	LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_ROOM_WILD_MONS	BattleFrontier_BattlePikeRoomWildMons_Layout	emerald	9	20	360	816	1632	data/layouts/BattleFrontier_BattlePikeRoomWildMons/map.bin	data/layouts/BattleFrontier_BattlePikeRoomWildMons/map.bin	8040ca7195fb9dc6b2c99b9b13f6dd41cb60f9abf12c00072206d592f91fa5c8	46654df7	360	0	220	470dfb6666191706e4ab5c29773d5ee97923a7d60fe9386262ef2b4dbcd2c605	0c1c1216	220	0	gba_lz77	220	220	0	streams/0360-LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_ROOM_WILD_MONS.lz	
361	LAYOUT_BATTLE_FRONTIER_BATTLE_PIKE_ROOM_UNUSED	BattleFrontier_BattlePikeRoomUnused_Layout	emerald	1	1	2	240	480	data/layouts/BattleFrontier_BattlePikeRoomUnused/map.bin	data/layouts/BattleFrontier_BattlePikeRoomUnused/map.bin	95bbb69057343664b86e2c986fe59a8841dc00c1f0a335e8f9f05e19a2c611af	baebb50a	4	2	12	ce77ac62b2545932140cdbe38d592b9915255e13820f5c97c8108f02aec587c2	06c4ba1c	9	3	raw	4	4	0		
362	LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_LOBBY	BattleFrontier_BattlePyramidLobby_Layout	emerald	15	18	540	960	1920	data/layouts/BattleFrontier_BattlePyramidLobby/map.bin	data/layouts/BattleFrontier_BattlePyramidLobby/map.bin	64d965808c893cb906dbbdb7146b78ee93bdd488675f25f1070e8c3a185dfa9d	2eb90c06	540	0	272	2b28401a891d7036d694a0a9ed1e970bc22fabf6d2fa298a4452bdba2c490698	40b2b655	271	1	gba_lz77	272	272	0	streams/0362-LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_LOBBY.lz	battle_pyramid
363	LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_FLOOR	BattleFrontier_BattlePyramidFloor_Layout	emerald	8	8	128	506	1012	data/layouts/BattleFrontier_BattlePyramidFloor/map.bin	data/layouts/BattleFrontier_BattlePyramidFloor/map.bin	38d8091d9925f23fca107761f0588c731b32ecd41c5dd89f30308ffdd921d758	d0efa777	128	0	36	51220893dcd60de89cd59b9f40d422ba9d1d9919dbd8e84da0772320bbda005e	5f646465	33	3	gba_lz77	36	36	0	streams/0363-LAYOUT_BATTLE_FRONTIER_BATTLE_PYRAMID_FLOOR.lz	battle_pyramid
364	LAYOUT_BATTLE_PYRAMID_SQUARE01	BattlePyramidSquare01_Layout	emerald	8	8	128	506	1012	data/layouts/BattlePyramidSquare01/map.bin	data/layouts/BattlePyramidSquare01/map.bin	5a4ba682c74660cbe884ec28220a120e10756ef93154ccd10b4bd5a0029cc29d	f25bbb3b	128	0	48	d157a96573541a97865ec71d4b55c50a0a03840a4087c647a3a9cab50e5a6eda	887ca711	48	0	gba_lz77	48	48	0	streams/0364-LAYOUT_BATTLE_PYRAMID_SQUARE01.lz	battle_pyramid
365	LAYOUT_BATTLE_PYRAMID_SQUARE02	BattlePyramidSquare02_Layout	emerald	8	8	128	506	1012	data/layouts/BattlePyramidSquare02/map.bin	data/layouts/BattlePyramidSquare02/map.bin	51ca502b4fd4bdd452b132c9098619c148f6aba6dc276d1da00f75f88b620a6d	7c6883f4	128	0	52	a610d96420243b6334f42813b491980fa33f86bca91ec7d7d61cf5efc97b170f	b3e4fd55	50	2	gba_lz77	52	52	0	streams/0365-LAYOUT_BATTLE_PYRAMID_SQUARE02.lz	battle_pyramid
